2/12/2016
2:29 PM
Sampling Frequency:,10Hz 
0.02094, 468.5
0.02104, 469.2
0.02114, 470.1
0.02124, 471.3
0.02133, 471.4
0.02141, 472.1
0.02151, 474.0
0.02160, 473.9
0.02169, 475.5
0.02178, 475.9
0.02186, 476.4
0.02195, 477.1
0.02204, 478.5
0.02214, 479.7
0.02222, 480.4
0.02232, 480.9
0.02242, 480.6
0.02251, 483.0
0.02262, 483.1
0.02269, 484.4
0.02283, 485.8
0.02292, 487.0
0.02302, 486.9
0.02313, 487.1
0.02322, 488.2
0.02334, 489.8
0.02346, 489.9
0.02355, 490.8
0.02366, 491.9
0.02376, 492.6
0.02387, 494.0
0.02395, 494.1
0.02407, 495.2
0.02416, 496.3
0.02426, 496.1
0.02433, 498.1
0.02443, 497.3
0.02455, 499.0
0.02465, 500.6
0.02475, 501.2
0.02487, 501.6
0.02498, 502.0
0.02510, 503.4
0.02523, 504.6
0.02535, 504.7
0.02546, 505.9
0.02558, 507.4
0.02570, 507.0
0.02581, 508.3
0.02593, 509.5
0.02604, 510.6
0.02615, 511.5
0.02628, 512.2
0.02640, 513.2
0.02649, 514.5
0.02664, 515.1
0.02674, 515.6
0.02685, 516.7
0.02698, 517.4
0.02711, 519.5
0.02723, 520.8
0.02734, 521.2
0.02748, 521.6
0.02761, 522.5
0.02774, 523.4
0.02785, 525.2
0.02797, 524.4
0.02809, 526.7
0.02823, 527.4
0.02836, 528.2
0.02847, 529.9
0.02862, 530.3
0.02874, 531.1
0.02886, 532.4
0.02901, 532.5
0.02913, 533.9
0.02926, 534.5
0.02939, 535.8
0.02952, 538.0
0.02965, 537.1
0.02978, 538.6
0.02990, 538.6
0.03002, 540.1
0.03014, 540.6
0.03026, 542.0
0.03039, 542.7
0.03049, 544.4
0.03063, 544.3
0.03075, 545.4
0.03087, 547.0
0.03099, 547.2
0.03111, 548.6
0.03125, 549.0
0.03141, 549.3
0.03154, 550.4
0.03167, 551.6
0.03184, 551.7
0.03196, 553.1
0.03211, 553.5
0.03225, 555.1
0.03240, 556.0
0.03252, 557.5
0.03265, 556.9
0.03278, 558.8
0.03289, 559.9
0.03301, 559.7
0.03311, 560.8
0.03321, 562.9
0.03332, 563.1
0.03341, 563.3
0.03353, 564.7
0.03363, 565.4
0.03377, 565.8
0.03392, 566.8
0.03409, 568.5
0.03425, 568.4
0.03442, 568.4
0.03459, 570.5
0.03476, 570.0
0.03494, 571.8
0.03510, 572.3
0.03528, 573.4
0.03540, 574.5
0.03554, 574.3
0.03566, 576.4
0.03578, 576.9
0.03588, 576.9
0.03596, 577.8
0.03605, 579.9
0.03615, 580.1
0.03628, 580.6
0.03636, 582.7
0.03641, 583.5
0.03648, 583.2
0.03660, 584.2
0.03674, 584.9
0.03693, 585.7
0.03711, 585.6
0.03728, 587.3
0.03746, 588.1
0.03764, 588.9
0.03783, 587.9
0.03802, 590.5
0.03819, 591.7
0.03838, 592.1
0.03855, 592.5
0.03872, 593.6
0.03887, 595.2
0.03903, 595.5
0.03913, 596.9
0.03922, 596.6
0.03929, 596.2
0.03936, 598.9
0.03943, 599.5
0.03952, 598.9
0.03962, 601.4
0.03967, 602.6
0.03972, 603.2
0.03974, 602.4
0.03978, 605.6
0.03986, 604.8
0.04001, 602.7
0.04022, 604.1
0.04042, 605.0
0.04064, 606.2
0.04083, 608.5
0.04103, 608.1
0.04122, 608.5
0.04143, 608.3
0.04168, 610.1
0.04186, 611.5
0.04206, 613.2
0.04228, 612.9
0.04247, 613.5
0.04264, 613.9
0.04282, 614.8
0.04300, 616.0
0.04315, 616.5
0.04327, 618.3
0.04335, 618.8
0.04343, 619.8
0.04348, 620.2
0.04354, 620.8
0.04360, 620.9
0.04362, 623.1
0.04365, 623.1
0.04368, 624.8
0.04370, 624.7
0.04373, 624.9
0.04382, 624.7
0.04400, 624.9
0.04418, 624.1
0.04437, 625.8
0.04460, 627.2
0.04480, 626.7
0.04500, 627.6
0.04523, 629.0
0.04541, 630.3
0.04566, 630.5
0.04586, 632.0
0.04609, 631.8
0.04631, 632.6
0.04651, 633.9
0.04670, 634.2
0.04687, 636.1
0.04705, 635.7
0.04723, 636.7
0.04740, 636.3
0.04759, 637.1
0.04776, 639.1
0.04787, 639.0
0.04792, 641.4
0.04798, 640.2
0.04801, 642.9
0.04804, 643.6
0.04809, 644.1
0.04813, 643.6
0.04823, 643.4
0.04836, 644.7
0.04851, 644.1
0.04864, 644.8
0.04881, 645.7
0.04894, 646.8
0.04911, 648.2
0.04928, 647.6
0.04941, 648.6
0.04956, 648.9
0.04975, 649.7
0.04991, 649.5
0.05012, 652.2
0.05030, 652.0
0.05050, 651.2
0.05074, 653.3
0.05094, 652.6
0.05118, 652.9
0.05133, 654.4
0.05146, 654.9
0.05163, 655.4
0.05180, 656.8
0.05199, 658.3
0.05218, 658.9
0.05239, 658.3
0.05257, 659.3
0.05270, 661.7
0.05276, 662.4
0.05281, 662.9
0.05283, 662.3
0.05291, 663.1
0.05309, 661.9
0.05325, 662.3
0.05344, 663.4
0.05361, 664.9
0.05378, 664.5
0.05393, 665.9
0.05406, 666.5
0.05420, 666.3
0.05437, 668.0
0.05455, 668.2
0.05471, 670.3
0.05488, 669.8
0.05504, 669.3
0.05522, 669.8
0.05539, 671.5
0.05554, 672.3
0.05566, 671.5
0.05577, 673.1
0.05593, 671.6
0.05612, 672.9
0.05632, 674.6
0.05651, 673.2
0.05665, 674.6
0.05673, 674.9
0.05680, 677.0
0.05688, 678.6
0.05696, 679.2
0.05713, 677.7
0.05732, 678.5
0.05753, 678.4
0.05773, 679.5
0.05791, 680.4
0.05803, 681.3
0.05810, 681.7
0.05816, 682.4
0.05825, 682.5
0.05843, 683.3
0.05861, 683.6
0.05881, 684.0
0.05905, 684.2
0.05925, 685.5
0.05947, 685.5
0.05967, 686.4
0.05987, 687.9
0.06009, 686.9
0.06031, 689.1
0.06052, 688.8
0.06072, 689.4
0.06090, 689.7
0.06109, 688.1
0.06129, 691.9
0.06146, 692.3
0.06159, 694.2
0.06173, 694.5
0.06189, 692.6
0.06210, 692.9
0.06227, 693.4
0.06248, 694.4
0.06268, 693.9
0.06280, 694.7
0.06289, 697.4
0.06297, 696.5
0.06304, 696.7
0.06306, 697.3
0.06311, 696.9
0.06315, 698.7
0.06323, 700.9
0.06337, 699.5
0.06355, 698.2
0.06372, 700.2
0.06389, 700.1
0.06397, 701.9
0.06404, 702.1
0.06408, 703.2
0.06412, 702.6
0.06423, 701.0
0.06446, 701.6
0.06468, 702.6
0.06488, 704.0
0.06512, 704.8
0.06536, 705.5
0.06557, 704.8
0.06581, 706.3
0.06601, 706.8
0.06627, 708.0
0.06650, 707.7
0.06673, 706.6
0.06698, 708.0
0.06722, 708.0
0.06743, 709.7
0.06769, 709.3
0.06792, 709.1
0.06815, 711.8
0.06837, 714.0
0.06863, 711.4
0.06892, 710.1
0.06916, 711.7
0.06938, 711.9
0.06963, 713.4
0.06980, 713.7
0.06990, 712.7
0.06997, 714.0
0.07002, 714.8
0.07006, 714.9
0.07014, 715.5
0.07016, 715.5
0.07023, 719.3
0.07030, 721.0
0.07041, 720.0
0.07057, 719.5
0.07073, 718.2
0.07084, 721.6
0.07091, 722.6
0.07096, 723.1
0.07111, 721.3
0.07132, 719.7
0.07151, 721.7
0.07174, 720.3
0.07198, 722.5
0.07218, 724.4
0.07243, 723.9
0.07266, 725.2
0.07289, 725.3
0.07313, 725.4
0.07335, 725.6
0.07358, 724.8
0.07382, 726.5
0.07404, 726.8
0.07429, 726.3
0.07450, 727.7
0.07472, 727.5
0.07490, 728.0
0.07508, 727.5
0.07517, 725.9
0.07524, 727.2
0.07532, 729.8
0.07542, 730.7
0.07556, 731.2
0.07576, 733.1
0.07596, 733.1
0.07623, 731.1
0.07652, 729.9
0.07678, 730.7
0.07704, 730.9
0.07728, 731.7
0.07748, 731.0
0.07759, 732.0
0.07769, 732.4
0.07776, 734.3
0.07780, 734.5
0.07786, 738.0
0.07793, 738.2
0.07801, 739.3
0.07810, 738.8
0.07829, 737.6
0.07847, 738.9
0.07867, 737.2
0.07892, 739.5
0.07911, 740.2
0.07935, 739.4
0.07958, 740.2
0.07978, 740.4
0.08003, 741.4
0.08025, 740.5
0.08050, 740.1
0.08070, 739.7
0.08084, 741.8
0.08093, 741.9
0.08106, 742.6
0.08124, 743.8
0.08147, 743.1
0.08169, 744.0
0.08192, 743.6
0.08217, 744.4
0.08243, 745.9
0.08267, 744.0
0.08293, 745.3
0.08316, 747.7
0.08341, 746.2
0.08367, 745.7
0.08389, 748.2
0.08409, 750.0
0.08425, 750.8
0.08438, 752.7
0.08450, 753.0
0.08465, 753.1
0.08479, 753.9
0.08495, 756.1
0.08513, 751.8
0.08541, 748.6
0.08564, 749.5
0.08589, 750.4
0.08612, 750.1
0.08636, 752.6
0.08651, 751.5
0.08661, 752.9
0.08672, 753.3
0.08683, 754.0
0.08689, 754.9
0.08698, 755.7
0.08709, 755.9
0.08730, 755.1
0.08751, 755.0
0.08772, 754.7
0.08795, 755.7
0.08817, 756.8
0.08840, 756.6
0.08862, 756.8
0.08885, 756.8
0.08911, 756.7
0.08935, 755.4
0.08957, 756.5
0.08977, 758.8
0.09001, 758.9
0.09024, 759.7
0.09043, 759.6
0.09065, 759.8
0.09086, 760.5
0.09108, 760.5
0.09130, 761.8
0.09154, 761.4
0.09179, 762.0
0.09202, 764.2
0.09225, 763.4
0.09248, 765.0
0.09267, 764.9
0.09281, 764.8
0.09289, 763.3
0.09292, 760.1
0.09292, 756.6
0.09295, 763.2
0.09297, 765.0
0.09301, 763.7
0.09308, 765.8
0.09317, 765.8
0.09328, 765.9
0.09353, 764.8
0.09374, 768.4
0.09394, 771.0
0.09416, 772.2
0.09437, 773.3
0.09461, 772.0
0.09497, 764.2
0.09522, 765.9
0.09548, 764.3
0.09575, 766.2
0.09601, 766.9
0.09628, 767.4
0.09647, 768.6
0.09664, 768.6
0.09675, 769.0
0.09688, 770.5
0.09697, 769.8
0.09706, 769.6
0.09710, 769.1
0.09717, 771.3
0.09728, 774.1
0.09748, 771.0
0.09772, 769.5
0.09797, 770.2
0.09822, 772.0
0.09846, 771.4
0.09871, 772.7
0.09896, 773.2
0.09920, 774.0
0.09946, 774.4
0.09971, 774.6
0.09996, 775.2
0.10023, 774.9
0.10049, 775.4
0.10075, 776.7
0.10101, 775.8
0.10128, 777.3
0.10153, 779.2
0.10179, 777.7
0.10204, 778.7
0.10229, 778.3
0.10253, 778.1
0.10276, 778.0
0.10297, 779.1
0.10316, 781.1
0.10335, 781.7
0.10350, 780.8
0.10361, 783.2
0.10370, 783.9
0.10385, 784.0
0.10402, 784.2
0.10424, 784.2
0.10443, 783.1
0.10466, 784.7
0.10488, 784.7
0.10511, 786.1
0.10528, 784.9
0.10543, 786.2
0.10562, 782.0
0.10589, 780.2
0.10609, 782.0
0.10634, 783.0
0.10660, 782.2
0.10684, 782.7
0.10709, 781.9
0.10735, 783.0
0.10761, 783.8
0.10788, 783.1
0.10805, 784.2
0.10820, 786.0
0.10833, 784.8
0.10843, 785.7
0.10848, 786.3
0.10858, 786.0
0.10868, 786.0
0.10881, 786.5
0.10901, 784.7
0.10925, 784.6
0.10947, 785.5
0.10973, 786.8
0.10998, 787.9
0.11023, 787.8
0.11048, 786.7
0.11073, 787.5
0.11099, 788.3
0.11125, 789.0
0.11152, 789.2
0.11174, 790.7
0.11204, 789.7
0.11228, 789.8
0.11249, 790.2
0.11261, 786.9
0.11265, 788.1
0.11273, 790.8
0.11276, 792.1
0.11283, 792.4
0.11297, 793.6
0.11313, 793.4
0.11337, 792.5
0.11361, 791.9
0.11387, 793.6
0.11411, 793.5
0.11436, 794.3
0.11462, 794.8
0.11487, 793.9
0.11512, 795.2
0.11536, 794.9
0.11564, 795.2
0.11595, 792.8
0.11621, 793.9
0.11647, 796.3
0.11672, 798.9
0.11699, 800.4
0.11724, 800.2
0.11751, 797.8
0.11764, 791.4
0.11772, 796.3
0.11788, 795.6
0.11813, 793.5
0.11839, 795.1
0.11863, 795.0
0.11889, 795.2
0.11916, 796.0
0.11940, 797.2
0.11968, 797.6
0.11995, 796.8
0.12025, 797.8
0.12051, 797.7
0.12072, 797.7
0.12084, 798.5
0.12103, 799.0
0.12116, 797.9
0.12125, 798.9
0.12133, 798.0
0.12141, 798.3
0.12145, 798.8
0.12152, 799.7
0.12156, 800.4
0.12163, 802.4
0.12170, 803.8
0.12186, 801.7
0.12210, 798.4
0.12236, 799.4
0.12262, 799.8
0.12288, 801.0
0.12315, 800.0
0.12342, 801.2
0.12372, 802.6
0.12398, 802.5
0.12426, 802.3
0.12454, 803.3
0.12483, 802.0
0.12512, 803.1
0.12538, 803.0
0.12568, 804.6
0.12597, 804.2
0.12628, 804.7
0.12657, 805.4
0.12687, 806.0
0.12716, 806.7
0.12745, 806.7
0.12775, 807.1
0.12804, 808.1
0.12833, 807.1
0.12862, 808.5
0.12894, 809.9
0.12922, 809.9
0.12950, 809.0
0.12984, 809.6
0.13015, 809.2
0.13046, 808.0
0.13077, 808.5
0.13108, 808.2
0.13132, 807.2
0.13155, 807.5
0.13166, 808.0
0.13180, 808.9
0.13191, 808.5
0.13211, 809.5
0.13230, 810.6
0.13246, 813.1
0.13259, 813.7
0.13270, 814.8
0.13282, 815.8
0.13290, 813.9
0.13298, 814.6
0.13309, 817.9
0.13324, 818.5
0.13355, 810.3
0.13385, 807.2
0.13411, 809.6
0.13438, 809.9
0.13464, 808.6
0.13492, 808.8
0.13518, 810.1
0.13546, 810.1
0.13575, 809.8
0.13605, 811.2
0.13632, 810.8
0.13660, 810.9
0.13682, 811.0
0.13698, 810.7
0.13714, 810.2
0.13727, 811.6
0.13740, 811.1
0.13750, 811.1
0.13759, 811.0
0.13765, 811.4
0.13772, 812.6
0.13778, 813.8
0.13784, 814.2
0.13794, 815.3
0.13806, 816.2
0.13826, 812.8
0.13851, 811.5
0.13877, 813.2
0.13904, 813.1
0.13930, 813.1
0.13958, 813.9
0.13987, 815.1
0.14016, 814.0
0.14045, 813.8
0.14074, 814.5
0.14103, 815.8
0.14132, 815.4
0.14160, 815.8
0.14191, 815.8
0.14219, 816.0
0.14249, 816.3
0.14277, 817.0
0.14303, 817.9
0.14332, 816.8
0.14359, 817.8
0.14387, 818.8
0.14411, 819.9
0.14435, 818.7
0.14450, 818.5
0.14461, 818.9
0.14469, 818.0
0.14476, 819.2
0.14484, 821.2
0.14489, 820.5
0.14491, 819.5
0.14495, 820.9
0.14504, 821.9
0.14513, 822.0
0.14528, 821.9
0.14551, 820.2
0.14578, 819.7
0.14602, 819.3
0.14627, 820.2
0.14655, 820.5
0.14681, 820.7
0.14708, 822.0
0.14734, 822.8
0.14762, 823.4
0.14791, 822.6
0.14819, 823.2
0.14852, 822.8
0.14881, 822.9
0.14910, 824.0
0.14938, 823.4
0.14964, 823.8
0.14988, 823.1
0.15013, 823.8
0.15034, 824.8
0.15052, 824.4
0.15067, 826.5
0.15081, 827.1
0.15093, 827.7
0.15103, 829.3
0.15112, 830.3
0.15122, 831.6
0.15134, 832.2
0.15148, 831.9
0.15171, 827.4
0.15199, 825.8
0.15224, 825.9
0.15249, 826.7
0.15270, 827.0
0.15284, 825.9
0.15290, 822.4
0.15294, 824.1
0.15297, 823.9
0.15302, 823.4
0.15308, 823.2
0.15310, 822.0
0.15323, 821.2
0.15343, 822.2
0.15369, 821.1
0.15398, 821.7
0.15428, 821.8
0.15459, 822.0
0.15488, 821.4
0.15521, 822.0
0.15551, 821.3
0.15582, 822.1
0.15611, 821.4
0.15642, 822.0
0.15672, 822.7
0.15700, 822.6
0.15729, 822.2
0.15758, 824.4
0.15786, 823.4
0.15818, 824.4
0.15846, 824.9
0.15877, 823.8
0.15903, 824.3
0.15932, 825.5
0.15960, 825.4
0.15991, 825.7
0.16019, 825.7
0.16051, 825.7
0.16079, 826.9
0.16108, 826.6
0.16138, 827.8
0.16168, 826.7
0.16198, 826.4
0.16228, 826.4
0.16254, 825.9
0.16286, 827.5
0.16314, 827.0
0.16345, 828.9
0.16371, 829.2
0.16402, 830.9
0.16430, 830.5
0.16457, 832.0
0.16486, 830.9
0.16514, 831.7
0.16541, 832.2
0.16567, 832.3
0.16598, 831.7
0.16627, 832.1
0.16654, 833.2
0.16682, 833.6
0.16711, 833.1
0.16739, 832.6
0.16768, 833.7
0.16798, 833.9
0.16828, 833.5
0.16858, 833.1
0.16890, 832.3
0.16922, 832.3
0.16951, 832.6
0.16983, 833.0
0.17011, 833.7
0.17042, 834.1
0.17071, 833.4
0.17100, 835.0
0.17131, 835.0
0.17162, 835.0
0.17192, 834.9
0.17225, 833.3
0.17261, 827.2
0.17292, 829.2
0.17322, 829.6
0.17354, 829.9
0.17381, 829.6
0.17402, 830.7
0.17423, 829.6
0.17444, 831.2
0.17461, 830.3
0.17477, 830.6
0.17495, 830.7
0.17510, 831.5
0.17526, 832.4
0.17539, 831.8
0.17550, 833.0
0.17560, 833.8
0.17573, 832.9
0.17590, 832.9
0.17615, 832.6
0.17640, 831.9
0.17665, 832.3
0.17693, 833.4
0.17719, 832.9
0.17745, 833.9
0.17774, 833.4
0.17802, 833.4
0.17834, 833.7
0.17863, 833.1
0.17893, 833.7
0.17924, 834.0
0.17955, 836.1
0.17986, 835.0
0.18017, 834.9
0.18049, 836.6
0.18079, 835.9
0.18111, 836.2
0.18141, 836.8
0.18173, 836.5
0.18203, 837.2
0.18235, 837.0
0.18266, 838.6
0.18297, 838.6
0.18329, 838.9
0.18360, 838.5
0.18391, 838.9
0.18423, 839.0
0.18453, 838.6
0.18484, 840.4
0.18515, 840.3
0.18545, 840.5
0.18577, 840.3
0.18609, 841.3
0.18639, 840.8
0.18672, 840.6
0.18704, 840.6
0.18733, 840.7
0.18767, 840.7
0.18796, 840.8
0.18830, 841.3
0.18861, 841.0
0.18891, 841.3
0.18923, 841.8
0.18954, 841.6
0.18981, 841.8
0.19013, 842.2
0.19040, 841.8
0.19068, 842.2
0.19094, 841.6
0.19117, 842.3
0.19137, 840.7
0.19146, 839.9
0.19151, 840.2
0.19159, 840.8
0.19164, 840.8
0.19167, 840.7
0.19171, 840.3
0.19175, 842.3
0.19181, 841.6
0.19185, 841.7
0.19187, 842.0
0.19194, 842.1
0.19203, 842.1
0.19224, 842.0
0.19247, 840.9
0.19276, 841.0
0.19304, 840.1
0.19337, 840.4
0.19367, 840.4
0.19401, 839.8
0.19431, 840.9
0.19459, 842.1
0.19490, 841.4
0.19521, 840.9
0.19552, 841.6
0.19582, 842.1
0.19612, 841.7
0.19645, 842.6
0.19676, 843.0
0.19706, 843.1
0.19739, 842.3
0.19770, 843.5
0.19804, 843.1
0.19836, 843.4
0.19866, 843.3
0.19898, 843.8
0.19929, 843.3
0.19963, 844.8
0.19994, 844.5
0.20025, 844.1
0.20057, 844.7
0.20089, 844.3
0.20120, 844.6
0.20153, 842.1
0.20185, 837.5
0.20211, 838.5
0.20234, 839.3
0.20258, 839.5
0.20285, 839.7
0.20314, 840.1
0.20338, 841.6
0.20362, 842.2
0.20382, 842.8
0.20397, 842.9
0.20407, 843.0
0.20411, 843.5
0.20414, 843.9
0.20416, 841.7
0.20418, 840.9
0.20421, 840.6
0.20423, 842.9
0.20422, 836.4
0.20415, 823.4
0.20420, 835.3
0.20425, 843.7
0.20428, 847.6
0.20431, 851.7
0.20433, 853.8
0.20451, 847.1
0.20481, 844.6
0.20511, 845.4
0.20538, 846.7
0.20570, 847.3
0.20600, 847.1
0.20629, 847.0
0.20663, 847.1
0.20695, 846.7
0.20728, 848.3
0.20758, 848.8
0.20791, 849.1
0.20823, 848.5
0.20853, 848.6
0.20884, 848.5
0.20915, 848.6
0.20947, 849.5
0.20977, 849.1
0.21009, 848.3
0.21041, 848.1
0.21073, 848.7
0.21104, 849.0
0.21136, 848.4
0.21169, 847.5
0.21201, 848.4
0.21237, 848.4
0.21269, 847.6
0.21302, 846.9
0.21334, 847.3
0.21367, 847.1
0.21400, 847.7
0.21432, 847.0
0.21464, 846.8
0.21498, 845.9
0.21531, 845.4
0.21564, 845.8
0.21599, 847.4
0.21629, 847.5
0.21662, 848.4
0.21693, 848.8
0.21726, 847.8
0.21757, 847.7
0.21790, 847.1
0.21819, 847.2
0.21849, 848.8
0.21882, 848.8
0.21912, 849.3
0.21944, 851.2
0.21976, 850.6
0.22007, 850.5
0.22040, 850.9
0.22072, 850.3
0.22103, 849.6
0.22137, 850.6
0.22168, 850.4
0.22202, 850.5
0.22235, 849.7
0.22269, 850.0
0.22300, 849.9
0.22333, 848.8
0.22364, 849.7
0.22397, 850.8
0.22430, 848.8
0.22462, 849.5
0.22495, 849.1
0.22528, 848.6
0.22561, 848.8
0.22594, 848.2
0.22627, 847.6
0.22659, 848.1
0.22692, 848.4
0.22727, 847.1
0.22760, 848.2
0.22793, 847.3
0.22826, 848.3
0.22858, 846.4
0.22881, 847.5
0.22892, 846.2
0.22906, 847.7
0.22919, 848.0
0.22932, 847.1
0.22941, 848.2
0.22949, 848.8
0.22956, 848.0
0.22964, 849.0
0.22969, 849.8
0.22974, 849.0
0.22976, 849.0
0.22979, 850.3
0.22981, 851.0
0.22983, 850.6
0.22985, 851.2
0.22986, 852.2
0.22988, 852.3
0.22990, 853.3
0.22990, 854.1
0.22990, 855.2
0.22995, 855.6
0.22995, 856.5
0.23000, 855.7
0.23002, 854.6
0.23008, 852.3
0.23011, 854.5
0.23016, 855.7
0.23024, 856.1
0.23042, 854.8
0.23062, 854.2
0.23084, 854.3
0.23111, 855.2
0.23138, 854.8
0.23166, 853.9
0.23193, 853.9
0.23220, 853.3
0.23249, 854.7
0.23280, 854.5
0.23308, 854.3
0.23340, 854.1
0.23372, 855.1
0.23401, 854.4
0.23431, 854.4
0.23464, 855.2
0.23494, 854.7
0.23526, 853.8
0.23557, 855.4
0.23593, 856.0
0.23623, 855.2
0.23655, 855.2
0.23688, 856.2
0.23720, 855.3
0.23750, 855.0
0.23783, 855.3
0.23816, 855.5
0.23845, 856.4
0.23877, 855.9
0.23910, 855.9
0.23943, 855.9
0.23974, 856.0
0.24005, 855.5
0.24037, 855.4
0.24070, 855.3
0.24103, 854.8
0.24136, 854.8
0.24168, 855.7
0.24203, 855.1
0.24235, 855.1
0.24269, 855.0
0.24302, 854.7
0.24336, 854.7
0.24369, 854.8
0.24400, 855.2
0.24432, 854.6
0.24464, 854.1
0.24497, 853.7
0.24528, 853.0
0.24561, 852.8
0.24593, 854.0
0.24624, 853.0
0.24656, 852.3
0.24687, 853.1
0.24718, 854.0
0.24749, 853.7
0.24781, 854.4
0.24816, 853.6
0.24848, 853.9
0.24880, 854.0
0.24913, 854.7
0.24944, 854.9
0.24979, 854.6
0.25012, 855.0
0.25042, 854.8
0.25077, 854.7
0.25108, 855.0
0.25140, 854.8
0.25173, 854.7
0.25205, 855.0
0.25240, 855.1
0.25273, 855.5
0.25305, 855.0
0.25337, 855.5
0.25370, 854.9
0.25401, 854.5
0.25432, 854.9
0.25465, 853.7
0.25497, 853.6
0.25527, 853.5
0.25559, 854.2
0.25591, 853.6
0.25624, 853.2
0.25656, 853.2
0.25688, 852.2
0.25721, 851.9
0.25752, 851.3
0.25783, 851.6
0.25809, 851.8
0.25839, 851.5
0.25867, 851.7
0.25888, 852.5
0.25908, 853.1
0.25925, 852.8
0.25941, 853.4
0.25954, 854.4
0.25968, 856.0
0.25981, 856.1
0.25994, 857.3
0.26009, 857.7
0.26023, 858.4
0.26041, 858.4
0.26066, 858.9
0.26093, 857.7
0.26120, 857.4
0.26151, 857.6
0.26182, 858.9
0.26213, 859.2
0.26244, 859.8
0.26278, 859.2
0.26307, 859.9
0.26341, 858.3
0.26371, 858.9
0.26402, 858.9
0.26434, 858.3
0.26466, 859.1
0.26496, 860.4
0.26528, 860.8
0.26559, 859.8
0.26591, 860.6
0.26619, 860.4
0.26654, 860.0
0.26687, 859.8
0.26717, 859.1
0.26750, 860.1
0.26782, 861.2
0.26814, 859.5
0.26845, 860.6
0.26877, 860.1
0.26908, 860.5
0.26939, 860.2
0.26970, 860.4
0.27003, 859.3
0.27036, 860.3
0.27066, 859.4
0.27099, 859.8
0.27132, 859.5
0.27164, 858.6
0.27197, 858.7
0.27230, 858.9
0.27263, 858.4
0.27294, 859.3
0.27328, 858.7
0.27359, 858.1
0.27391, 859.2
0.27422, 858.9
0.27452, 858.5
0.27485, 857.8
0.27517, 859.1
0.27547, 859.3
0.27580, 860.6
0.27612, 859.5
0.27643, 860.1
0.27674, 859.7
0.27705, 860.5
0.27736, 860.2
0.27770, 860.7
0.27803, 860.7
0.27834, 860.1
0.27869, 860.7
0.27901, 859.9
0.27935, 859.7
0.27968, 860.5
0.28002, 859.5
0.28035, 860.1
0.28067, 860.8
0.28100, 859.9
0.28132, 860.2
0.28163, 859.3
0.28195, 860.7
0.28227, 859.5
0.28260, 859.1
0.28292, 860.3
0.28325, 859.5
0.28357, 860.3
0.28388, 859.8
0.28420, 859.2
0.28452, 859.3
0.28481, 860.3
0.28514, 859.2
0.28546, 859.3
0.28579, 860.4
0.28609, 859.9
0.28641, 859.3
0.28674, 859.3
0.28706, 860.5
0.28738, 859.9
0.28771, 859.4
0.28805, 859.7
0.28838, 859.2
0.28872, 858.8
0.28902, 859.3
0.28935, 859.2
0.28967, 858.9
0.29000, 859.1
0.29034, 858.8
0.29066, 859.4
0.29099, 859.0
0.29130, 858.6
0.29159, 858.0
0.29179, 859.8
0.29191, 859.5
0.29207, 858.4
0.29220, 858.6
0.29232, 858.8
0.29245, 858.7
0.29255, 859.3
0.29265, 858.5
0.29271, 858.3
0.29277, 860.0
0.29279, 859.8
0.29281, 859.3
0.29285, 860.0
0.29288, 859.4
0.29290, 860.4
0.29289, 861.7
0.29292, 862.4
0.29292, 861.5
0.29296, 862.0
0.29298, 862.4
0.29298, 861.6
0.29301, 863.3
0.29303, 863.5
0.29306, 864.7
0.29306, 864.6
0.29310, 865.0
0.29316, 863.6
0.29327, 864.9
0.29336, 864.0
0.29354, 863.8
0.29372, 863.8
0.29395, 863.6
0.29419, 863.4
0.29446, 863.4
0.29476, 863.4
0.29506, 863.5
0.29535, 864.4
0.29566, 863.5
0.29597, 863.6
0.29629, 863.4
0.29656, 862.8
0.29689, 863.5
0.29720, 863.4
0.29748, 863.8
0.29778, 863.9
0.29811, 864.3
0.29844, 863.2
0.29876, 863.4
0.29909, 863.0
0.29939, 864.3
0.29975, 863.9
0.30007, 862.9
0.30038, 863.5
0.30073, 863.0
0.30104, 863.4
0.30135, 862.9
0.30170, 863.3
0.30200, 863.0
0.30233, 863.4
0.30263, 862.5
0.30295, 863.8
0.30328, 864.0
0.30358, 863.6
0.30392, 863.8
0.30422, 863.7
0.30454, 863.1
0.30488, 864.4
0.30520, 864.0
0.30554, 864.2
0.30585, 863.5
0.30618, 864.4
0.30650, 863.2
0.30682, 864.3
0.30713, 863.4
0.30746, 864.3
0.30779, 863.6
0.30809, 863.4
0.30840, 864.0
0.30873, 864.5
0.30904, 863.3
0.30938, 863.6
0.30972, 863.4
0.31003, 863.1
0.31035, 863.1
0.31068, 862.9
0.31102, 863.2
0.31134, 862.1
0.31163, 863.3
0.31198, 863.8
0.31231, 862.8
0.31263, 862.7
0.31296, 862.3
0.31327, 862.4
0.31360, 863.3
0.31393, 862.5
0.31423, 863.6
0.31457, 863.3
0.31489, 863.2
0.31520, 862.0
0.31553, 862.9
0.31583, 863.3
0.31615, 863.2
0.31648, 863.1
0.31680, 862.7
0.31712, 862.5
0.31745, 862.9
0.31778, 863.4
0.31809, 863.5
0.31843, 863.0
0.31873, 862.8
0.31905, 862.9
0.31938, 862.9
0.31971, 863.8
0.32003, 864.5
0.32035, 864.3
0.32069, 863.4
0.32101, 862.4
0.32134, 864.0
